2025-03-22 14:17:21.625297 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-22 14-17-21.txt'. [1.55 ms]
2025-03-22 14:17:21.641145 ; Session        ; Debug       ; Running '.\tap  package create "C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\\package.xml" --install' in 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release'.
2025-03-22 14:17:21.666882 ; AssemblyFinder ; Debug       ; Found 9/30 assembly files. [5.77 ms]
2025-03-22 14:17:21.686394 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-03-22 14:17:21.704470 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-03-22 14:17:21.779701 ; Searcher       ; Debug       ; Ordered 7 assemblies according to references. [83.8 ms]
2025-03-22 14:17:21.825107 ; PluginManager  ; Debug       ; Found 4 plugin assemblies containing 226 plugin types. [129 ms]
2025-03-22 14:17:21.825107 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.dll
2025-03-22 14:17:21.825107 ; PluginManager  ; Debug       ; Found version 0.0.0            of InterconnectIOBox.dll
2025-03-22 14:17:21.825107 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Package.dll
2025-03-22 14:17:21.825107 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Plugins.BasicSteps.dll
2025-03-22 14:17:21.825107 ; PluginManager  ; Debug       ; Searched 9 Assemblies. [131 ms]
2025-03-22 14:17:21.840893 ; AssemblyData   ; Debug       ; Loaded OpenTap. [254 us]
2025-03-22 14:17:21.846652 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [5.40 ms]
2025-03-22 14:17:21.878289 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\SessionLog 2025-03-22 14-17-21.txt'. [1.94 ms]
2025-03-22 14:17:21.878289 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [2.33 ms]
2025-03-22 14:17:21.893928 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.26100 X64
2025-03-22 14:17:21.893928 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9290.0
2025-03-22 14:17:21.893928 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.27.0+11e5348d X64
