2025-03-22 15:10:03.154769 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-22 15-10-03.txt'. [1.24 ms]
2025-03-22 15:10:03.188793 ; Session        ; Debug       ; Running '.\tap  package create "C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\\package.xml" --install' in 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release'.
2025-03-22 15:10:03.217727 ; AssemblyFinder ; Debug       ; Found 9/30 assembly files. [6.01 ms]
2025-03-22 15:10:03.235935 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-03-22 15:10:03.265505 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-03-22 15:10:03.328712 ; Searcher       ; Debug       ; Ordered 7 assemblies according to references. [88.3 ms]
2025-03-22 15:10:03.375996 ; PluginManager  ; Debug       ; Found 4 plugin assemblies containing 226 plugin types. [135 ms]
2025-03-22 15:10:03.375996 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.dll
2025-03-22 15:10:03.375996 ; PluginManager  ; Debug       ; Found version 0.0.0            of InterconnectIOBox.dll
2025-03-22 15:10:03.375996 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Package.dll
2025-03-22 15:10:03.375996 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Plugins.BasicSteps.dll
2025-03-22 15:10:03.375996 ; PluginManager  ; Debug       ; Searched 9 Assemblies. [137 ms]
2025-03-22 15:10:03.401812 ; AssemblyData   ; Debug       ; Loaded OpenTap. [252 us]
