2025-03-25 09:52:01.674626 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-25 09-52-01.txt'. [1.28 ms]
2025-03-25 09:52:01.690400 ; Session        ; Debug       ; Running '.\tap  package create "C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\\package.xml" --install' in 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release'.
2025-03-25 09:52:01.721979 ; AssemblyFinder ; Debug       ; Found 9/30 assembly files. [5.92 ms]
2025-03-25 09:52:01.737970 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-03-25 09:52:01.753616 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-03-25 09:52:01.832477 ; Searcher       ; Debug       ; Ordered 7 assemblies according to references. [84.2 ms]
2025-03-25 09:52:01.879670 ; PluginManager  ; Debug       ; Found 4 plugin assemblies containing 228 plugin types. [130 ms]
2025-03-25 09:52:01.879670 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.dll
2025-03-25 09:52:01.879670 ; PluginManager  ; Debug       ; Found version 0.0.0            of InterconnectIOBox.dll
2025-03-25 09:52:01.879670 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Package.dll
2025-03-25 09:52:01.879670 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Plugins.BasicSteps.dll
2025-03-25 09:52:01.879670 ; PluginManager  ; Debug       ; Searched 9 Assemblies. [132 ms]
2025-03-25 09:52:01.895557 ; AssemblyData   ; Debug       ; Loaded OpenTap. [263 us]
2025-03-25 09:52:01.911311 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [5.45 ms]
2025-03-25 09:52:01.927018 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\SessionLog 2025-03-25 09-52-01.txt'. [1.72 ms]
2025-03-25 09:52:01.927018 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [2.40 ms]
2025-03-25 09:52:01.942687 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [2.33 ms]
