2025-03-19 10:26:40.980081 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\SessionLogs\Editor 2025-03-19 10-26-40.txt'. [1.76 ms]
2025-03-19 10:26:41.008708 ; Session        ; Debug       ; Running '"C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Editor.exe" ' in 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug'.
2025-03-19 10:26:41.095041 ; AssemblyFinder ; Debug       ; Found 21/63 assembly files. [19.9 ms]
2025-03-19 10:26:41.114031 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.27.0.0, Culture=neutral, PublicKeyToken=null in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2025-03-19 10:26:41.114031 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-03-19 10:26:41.328488 ; AssemblyFinder ; Debug       ; Found 21/63 assembly files. [19.8 ms]
2025-03-19 10:26:41.360030 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-03-19 10:26:41.464637 ; Searcher       ; Debug       ; Ordered 19 assemblies according to references. [115 ms]
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found 14 plugin assemblies containing 304 plugin types. [179 ms]
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Package.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 1.5.1+16a9625a.16a9625af16be37b607c78294dd086bd05fdd1c1 of Keysight.OpenTap.Licensing.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Plugins.BasicSteps.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of Keysight.OpenTap.Wpf.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of PackageManager.exe
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of Editor.exe
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 0.0.0            of InterconnectIOBox.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.14.0+7676a2a2  of Csv.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 1.4.3+0968b4c4   of OpenTap.OSIntegration.Windows.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Found version 1.1.1+507fd903   of OpenTap.Tui.dll
2025-03-19 10:26:41.526268 ; PluginManager  ; Debug       ; Searched 21 Assemblies. [181 ms]
2025-03-19 10:26:41.565670 ; AssemblyData   ; Debug       ; Loaded OpenTap. [436 us]
2025-03-19 10:26:41.565670 ; AssemblyData   ; Debug       ; Loaded OpenTap. [280 us]
2025-03-19 10:26:41.603459 ; AssemblyData   ; Debug       ; Loaded OpenTap.Tui. [33.5 ms]
2025-03-19 10:26:41.603459 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [41.8 ms]
2025-03-19 10:26:41.603459 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [40.1 ms]
2025-03-19 10:26:41.617977 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [354 us]
2025-03-19 10:26:41.637316 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [8.57 ms]
2025-03-19 10:26:41.641247 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.26100 X64
2025-03-19 10:26:41.641247 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9290.0
2025-03-19 10:26:41.641247 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.27.0+11e5348d X64
2025-03-19 10:26:41.702598 ; AssemblyData   ; Debug       ; Loaded mscorlib. [300 ns]
2025-03-19 10:26:41.884753 ; Installation   ; Debug       ; CSV                      - 9.14.0+7676a2a2
2025-03-19 10:26:41.884753 ; Installation   ; Debug       ; Editor                   - 9.27.0+f0e134d7
2025-03-19 10:26:41.884753 ; Installation   ; Debug       ; Keysight Licensing       - 1.5.1+16a9625a
