2025-03-25 09:41:00.672939 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\SessionLogs\Editor 2025-03-25 09-41-00.txt'. [1.79 ms]
2025-03-25 09:41:00.688253 ; Session        ; Debug       ; Deleting log file: C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\SessionLogs\SessionLog 2025-03-23 10-46-54.txt
2025-03-25 09:41:00.703898 ; Session        ; Debug       ; Running '"C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Editor.exe" ' in 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug'.
2025-03-25 09:41:00.846361 ; AssemblyFinder ; Debug       ; Found 21/63 assembly files. [13.0 ms]
2025-03-25 09:41:00.856811 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.27.0.0, Culture=neutral, PublicKeyToken=null in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2025-03-25 09:41:00.856811 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-03-25 09:41:01.020723 ; AssemblyFinder ; Debug       ; Found 21/63 assembly files. [11.5 ms]
2025-03-25 09:41:01.036807 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-03-25 09:41:01.132255 ; Searcher       ; Debug       ; Ordered 19 assemblies according to references. [105 ms]
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found 14 plugin assemblies containing 305 plugin types. [169 ms]
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Package.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 1.5.1+16a9625a.16a9625af16be37b607c78294dd086bd05fdd1c1 of Keysight.OpenTap.Licensing.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Plugins.BasicSteps.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of Keysight.OpenTap.Wpf.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of PackageManager.exe
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of Editor.exe
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 0.0.0            of InterconnectIOBox.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.14.0+7676a2a2  of Csv.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 1.4.3+0968b4c4   of OpenTap.OSIntegration.Windows.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Found version 1.1.1+507fd903   of OpenTap.Tui.dll
2025-03-25 09:41:01.195912 ; PluginManager  ; Debug       ; Searched 21 Assemblies. [172 ms]
2025-03-25 09:41:01.211952 ; AssemblyData   ; Debug       ; Loaded OpenTap. [2.23 ms]
2025-03-25 09:41:01.211952 ; AssemblyData   ; Debug       ; Loaded OpenTap. [289 us]
2025-03-25 09:41:01.265220 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [47.1 ms]
2025-03-25 09:41:01.282862 ; AssemblyData   ; Debug       ; Loaded OpenTap.Tui. [59.3 ms]
2025-03-25 09:41:01.286878 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [65.3 ms]
2025-03-25 09:41:01.297445 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [225 us]
2025-03-25 09:41:01.318763 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [8.07 ms]
2025-03-25 09:41:01.322280 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.26100 X64
2025-03-25 09:41:01.322280 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9290.0
2025-03-25 09:41:01.322280 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.27.0+11e5348d X64
2025-03-25 09:41:01.385564 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; CSV                      - 9.14.0+7676a2a2
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; Editor                   - 9.27.0+f0e134d7
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; Keysight Licensing       - 1.5.1+16a9625a
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; OpenTAP                  - 9.27.0+11e5348d
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; OSIntegration            - 1.4.3+0968b4c4
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; SQLite and PostgreSQL    - 9.6.0+558afbf4
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; TUI                      - 1.1.1+507fd903
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; WPF Controls             - 9.27.0+f0e134d7
2025-03-25 09:41:01.554548 ; Installation   ; Debug       ; PathWave License Manager - 2.7.0+398d3a87
2025-03-25 09:41:01.569475 ; Settings       ; Debug       ; EditorSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\Editor.xml [550 ms]
2025-03-25 09:41:01.569475 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2025-03-25 09:41:01.569475 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=6.6.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\Keysight.Ccl.Wsl.6.6.0.0\Keysight.Ccl.Wsl.dll
2025-03-25 09:41:01.696861 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.27.0, Culture=neutral in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2025-03-25 09:41:01.696861 ; GUI            ; Debug       ; Loaded OsTheme Theme. [13.2 ms]
2025-03-25 09:41:01.752136 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.72.1.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\AvalonDock.4.72.1.0\AvalonDock.dll
2025-03-25 09:41:01.942560 ; AssemblyData   ; Debug       ; Loaded System.Core. [400 ns]
2025-03-25 09:41:01.947561 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\GUI Controls.xml [108 ms]
2025-03-25 09:41:01.947561 ; Main           ; Debug       ; Window initial dimensions: 1359px, 835px.
2025-03-25 09:41:01.948560 ; Main           ; Debug       ; Trying to attach debugger.
2025-03-25 09:41:01.971849 ; Settings       ; Debug       ; EngineSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\Engine.xml [24.5 ms]
2025-03-25 09:41:01.971849 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.5.1.0, Culture=neutral, PublicKeyToken=null in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2025-03-25 09:41:01.986987 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2025-03-25 09-41-01.txt'. [2.15 ms]
2025-03-25 09:41:02.302395 ; AssemblyData   ; Debug       ; Loaded Editor. [29.3 us]
2025-03-25 09:41:02.303403 ; Settings       ; Debug       ; PanelSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\GUI Panels.xml [1.32 ms]
2025-03-25 09:41:02.318569 ; Main           ; Debug       ; GUI initialized. [368 ms]
2025-03-25 09:41:02.318569 ; Main           ; Debug       ; Docking manager initialized. [151 us]
2025-03-25 09:41:02.320586 ; OpenTAP        ; Information ; OpenTAP version '9.27.0+11e5348d' 64-bit initialized 03/25/2025 [1.98 s]
2025-03-25 09:41:02.320586 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
