2025-03-23 10:24:33.822296 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\SessionLogs\Editor 2025-03-23 10-24-33.txt'. [1.57 ms]
2025-03-23 10:24:33.838111 ; Session        ; Debug       ; Deleting log file: C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\SessionLogs\SessionLog 2025-03-17 09-43-20.txt
2025-03-23 10:24:33.838111 ; Session        ; Debug       ; Running '"C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Editor.exe" ' in 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug'.
2025-03-23 10:24:33.965749 ; AssemblyFinder ; Debug       ; Found 21/63 assembly files. [12.3 ms]
2025-03-23 10:24:33.987465 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.27.0.0, Culture=neutral, PublicKeyToken=null in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2025-03-23 10:24:33.987465 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-03-23 10:24:34.155982 ; AssemblyFinder ; Debug       ; Found 21/63 assembly files. [11.9 ms]
2025-03-23 10:24:34.193349 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-03-23 10:24:34.300477 ; Searcher       ; Debug       ; Ordered 19 assemblies according to references. [123 ms]
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found 14 plugin assemblies containing 303 plugin types. [191 ms]
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Package.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 1.5.1+16a9625a.16a9625af16be37b607c78294dd086bd05fdd1c1 of Keysight.OpenTap.Licensing.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.27.0+11e5348d  of OpenTap.Plugins.BasicSteps.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of Keysight.OpenTap.Wpf.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of PackageManager.exe
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.27.0+f0e134d7.f0e134d7c967fbd3949acf3affed360905d1398e of Editor.exe
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 0.0.0            of InterconnectIOBox.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.14.0+7676a2a2  of Csv.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 1.4.3+0968b4c4   of OpenTap.OSIntegration.Windows.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.SqlDatabase.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.PostgreSQL.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 9.6.0+558afbf4.558afbf44f139d4cc5acf537e8c72ed4c5efb9cc of Keysight.OpenTap.Plugins.ResultListener.SQLite.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Found version 1.1.1+507fd903   of OpenTap.Tui.dll
2025-03-23 10:24:34.361679 ; PluginManager  ; Debug       ; Searched 21 Assemblies. [194 ms]
2025-03-23 10:24:34.377631 ; AssemblyData   ; Debug       ; Loaded OpenTap. [523 us]
2025-03-23 10:24:34.417576 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [36.4 ms]
2025-03-23 10:24:34.425468 ; AssemblyData   ; Debug       ; Loaded OpenTap.Tui. [35.7 ms]
2025-03-23 10:24:34.427478 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [42.4 ms]
2025-03-23 10:24:34.427478 ; AssemblyData   ; Debug       ; Loaded Keysight.OpenTap.Wpf. [321 us]
2025-03-23 10:24:34.460938 ; AssemblyData   ; Debug       ; Loaded OpenTap.OSIntegration.Windows. [12.8 ms]
2025-03-23 10:24:34.460938 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.26100 X64
2025-03-23 10:24:34.460938 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9290.0
2025-03-23 10:24:34.460938 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.27.0+11e5348d X64
2025-03-23 10:24:34.535987 ; AssemblyData   ; Debug       ; Loaded mscorlib. [400 ns]
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; CSV                      - 9.14.0+7676a2a2
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; Editor                   - 9.27.0+f0e134d7
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; Keysight Licensing       - 1.5.1+16a9625a
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; OpenTAP                  - 9.27.0+11e5348d
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; OSIntegration            - 1.4.3+0968b4c4
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; SQLite and PostgreSQL    - 9.6.0+558afbf4
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; TUI                      - 1.1.1+507fd903
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; WPF Controls             - 9.27.0+f0e134d7
2025-03-23 10:24:34.695111 ; Installation   ; Debug       ; PathWave License Manager - 2.7.0+398d3a87
2025-03-23 10:24:34.710934 ; Settings       ; Debug       ; EditorSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\Editor.xml [557 ms]
2025-03-23 10:24:34.710934 ; Resolver       ; Debug       ; Found match for MahApps.Metro, Version=1.3.0.0, Culture=neutral, PublicKeyToken=f4fb5a3c4d1e5b4f in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\MahApps.Metro.1.3.0.0\MahApps.Metro.dll
2025-03-23 10:24:34.726693 ; Resolver       ; Debug       ; Found match for Keysight.Ccl.Wsl, Version=6.6.0.0, Culture=neutral, PublicKeyToken=55333af07c70062e in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\Keysight.Ccl.Wsl.6.6.0.0\Keysight.Ccl.Wsl.dll
2025-03-23 10:24:34.869769 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Wpf, Version=9.27.0, Culture=neutral in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\WPF Controls\Keysight.OpenTap.Wpf.dll
2025-03-23 10:24:34.869769 ; GUI            ; Debug       ; Loaded OsTheme Theme. [19.1 ms]
2025-03-23 10:24:34.902150 ; Resolver       ; Debug       ; Found match for AvalonDock, Version=4.72.1.0, Culture=neutral, PublicKeyToken=3e4669d2f30244f4 in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Dependencies\AvalonDock.4.72.1.0\AvalonDock.dll
2025-03-23 10:24:35.090958 ; AssemblyData   ; Debug       ; Loaded System.Core. [800 ns]
2025-03-23 10:24:35.106695 ; Settings       ; Debug       ; GuiControlsSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\GUI Controls.xml [109 ms]
2025-03-23 10:24:35.106695 ; Main           ; Debug       ; Window initial dimensions: 1359px, 835px.
2025-03-23 10:24:35.106695 ; Main           ; Debug       ; Trying to attach debugger.
2025-03-23 10:24:35.138524 ; Settings       ; Debug       ; EngineSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\Engine.xml [28.1 ms]
2025-03-23 10:24:35.138524 ; Resolver       ; Debug       ; Found match for Keysight.OpenTap.Licensing, Version=1.5.1.0, Culture=neutral, PublicKeyToken=null in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Packages\Keysight Licensing\Keysight.OpenTap.Licensing.dll
2025-03-23 10:24:35.154620 ; Session        ; Debug       ; Session log loaded as 'SessionLogs\SessionLog 2025-03-23 10-24-35.txt'. [2.16 ms]
2025-03-23 10:24:35.523831 ; AssemblyData   ; Debug       ; Loaded Editor. [63.2 us]
2025-03-23 10:24:35.527419 ; Settings       ; Debug       ; PanelSettings loaded from C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Debug\Settings\GUI Panels.xml [2.14 ms]
2025-03-23 10:24:35.557830 ; Main           ; Debug       ; GUI initialized. [445 ms]
2025-03-23 10:24:35.557830 ; Main           ; Debug       ; Docking manager initialized. [231 us]
2025-03-23 10:24:35.557830 ; OpenTAP        ; Information ; OpenTAP version '9.27.0+11e5348d' 64-bit initialized 03/23/2025 [2.36 s]
